date,1. open,2. high,3. low,4. close,5. volume
2021-04-26,134.83,135.06,133.56,134.72,66905069.0
2021-04-23,132.16,135.12,132.16,134.32,78756779.0
2021-04-22,133.04,134.15,131.41,131.94,84566456.0
2021-04-21,132.36,133.75,131.3001,133.5,68847136.0
2021-04-20,135.02,135.53,131.81,133.11,94812349.0
2021-04-19,133.51,135.47,133.34,134.84,94264215.0
2021-04-16,134.3,134.67,133.28,134.16,84922386.0
2021-04-15,133.82,135.0,133.64,134.5,89347102.0
2021-04-14,134.94,135.0,131.655,132.03,87222782.0
2021-04-13,132.44,134.66,131.93,134.43,91266545.0
2021-04-12,132.52,132.85,130.63,131.24,91419983.0
2021-04-09,129.8,133.04,129.47,132.995,106686703.0
2021-04-08,128.95,130.39,128.52,130.36,88844591.0
2021-04-07,125.83,127.92,125.14,127.9,83466716.0
2021-04-06,126.5,127.13,125.65,126.21,80171253.0
2021-04-05,123.87,126.1601,123.07,125.9,88651175.0
2021-04-01,123.66,124.18,122.49,123.0,75089134.0
2021-03-31,121.65,123.52,121.15,122.15,118323826.0
2021-03-30,120.11,120.4031,118.86,119.9,85671919.0
2021-03-29,121.65,122.58,120.7299,121.39,80819203.0
2021-03-26,120.35,121.48,118.92,121.21,94071234.0
2021-03-25,119.54,121.66,119.0,120.59,98844681.0
2021-03-24,122.82,122.9,120.065,120.09,88530485.0
2021-03-23,123.33,124.24,122.14,122.54,95467142.0
2021-03-22,120.33,123.87,120.26,123.39,111912284.0
2021-03-19,119.9,121.43,119.675,119.99,185549522.0
2021-03-18,122.88,123.18,120.32,120.53,121469755.0
2021-03-17,124.05,125.8599,122.336,124.76,111932636.0
2021-03-16,125.7,127.22,124.715,125.57,115227936.0
2021-03-15,121.41,124.0,120.42,123.99,92590555.0
2021-03-12,120.4,121.17,119.16,121.03,88105050.0
2021-03-11,122.54,123.21,121.26,121.96,103026514.0
2021-03-10,121.69,122.17,119.45,119.98,111943326.0
2021-03-09,119.03,122.06,118.79,121.085,129525780.0
2021-03-08,120.93,121.0,116.21,116.36,154376610.0
2021-03-05,120.98,121.935,117.57,121.42,153766601.0
2021-03-04,121.75,123.6,118.62,120.13,178154975.0
2021-03-03,124.81,125.71,121.84,122.06,112966340.0
2021-03-02,128.41,128.72,125.01,125.12,102260945.0
2021-03-01,123.75,127.93,122.79,127.79,116307892.0
2021-02-26,122.59,124.85,121.2,121.26,163424672.0
2021-02-25,124.68,126.4585,120.54,120.99,144766924.0
